"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"2. Back and Biceps","20 abr 2024, 11:56","20 abr 2024, 12:46","Todo super mejorando tecnica y peso en todo","Rear Delt Reverse Fly (Dumbbell)",,"",2,"failure",2.5,14,,,
"2. Back and Biceps","20 abr 2024, 11:56","20 abr 2024, 12:46","Todo super mejorando tecnica y peso en todo","Single Arm Cable Row",,"",0,"normal",11.25,10,,,
"2. Back and Biceps","20 abr 2024, 11:56","20 abr 2024, 12:46","Todo super mejorando tecnica y peso en todo","Single Arm Cable Row",,"",1,"normal",11.25,10,,,
"2. Back and Biceps","20 abr 2024, 11:56","20 abr 2024, 12:46","Todo super mejorando tecnica y peso en todo","Single Arm Cable Row",,"",2,"failure",12.5,10,,,
"2. Back and Biceps","20 abr 2024, 11:56","20 abr 2024, 12:46","Todo super mejorando tecnica y peso en todo","Single Arm Cable Row",,"",3,"failure",12.5,10,,,
"2. Back and Biceps","20 abr 2024, 11:56","20 abr 2024, 12:46","Todo super mejorando tecnica y peso en todo","Reverse Curl (Dumbbell)",,"",0,"normal",5,10,,,
"2. Back and Biceps","20 abr 2024, 11:56","20 abr 2024, 12:46","Todo super mejorando tecnica y peso en todo","Reverse Curl (Dumbbell)",,"",1,"normal",5,10,,,
"2. Back and Biceps","20 abr 2024, 11:56","20 abr 2024, 12:46","Todo super mejorando tecnica y peso en todo","Reverse Curl (Dumbbell)",,"",2,"failure",5,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Bench Press (Barbell)",,"",0,"warmup",35,20,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Bench Press (Barbell)",,"",1,"normal",40,12,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Bench Press (Barbell)",,"",2,"normal",45,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Bench Press (Barbell)",,"",3,"normal",55,9,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Shoulder Press (Dumbbell)",,"",0,"warmup",7.5,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Shoulder Press (Dumbbell)",,"",1,"normal",7.5,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Shoulder Press (Dumbbell)",,"",2,"normal",7.5,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Shoulder Press (Dumbbell)",,"",3,"normal",10,9,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Bench Press (Barbell)",,"",0,"normal",45,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Bench Press (Barbell)",,"",1,"normal",45,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Bench Press (Barbell)",,"",2,"normal",45,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Single Arm Tricep Extension (Dumbbell)",,"One set per arm",0,"normal",5,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Single Arm Tricep Extension (Dumbbell)",,"One set per arm",1,"normal",5,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Single Arm Tricep Extension (Dumbbell)",,"One set per arm",2,"normal",5,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Single Arm Tricep Extension (Dumbbell)",,"One set per arm",3,"normal",5,10,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Lateral Raise (Dumbbell)",,"",0,"normal",2.5,12,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Lateral Raise (Dumbbell)",,"",1,"normal",2.5,12,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Lateral Raise (Dumbbell)",,"",2,"normal",2.5,12,,,
"1. Chest Shoulders and Triceps","19 abr 2024, 13:51","19 abr 2024, 14:36","Todo super bien mejorando en bench y todo y reps muy contento","Lateral Raise (Dumbbell)",,"",3,"failure",2.5,12,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Deadlift (Barbell)",,"",0,"warmup",40,12,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Deadlift (Barbell)",,"",1,"warmup",40,9,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Deadlift (Barbell)",,"",2,"warmup",65,2,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Deadlift (Barbell)",,"",3,"normal",85,6,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Squat (Barbell)",,"",0,"normal",35,10,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Squat (Barbell)",,"",1,"normal",40,10,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Squat (Barbell)",,"",2,"normal",45,10,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Standing Calf Raise (Barbell)",,"",0,"normal",70,15,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Standing Calf Raise (Barbell)",,"",1,"normal",75,16,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Standing Calf Raise (Barbell)",,"",2,"normal",75,15,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Standing Calf Raise (Barbell)",,"",3,"failure",75,21,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Squat (Barbell)",,"",0,"normal",35,10,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Squat (Barbell)",,"",1,"normal",40,11,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Squat (Barbell)",,"",2,"normal",45,11,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Hanging Leg Raise",,"",0,"normal",,11,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Hanging Leg Raise",,"",1,"normal",,11,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Hanging Leg Raise",,"",2,"normal",,11,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Oblique Crunch",,"",0,"normal",,30,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Oblique Crunch",,"",1,"normal",,30,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Oblique Crunch",,"",2,"normal",,30,,,
"3. Legs and Abs","18 abr 2024, 13:29","18 abr 2024, 14:26","Todo super mejorando peso en pierna y reps","Oblique Crunch",,"",3,"normal",,30,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Bent Over Row (Barbell)",,"",0,"warmup",25,20,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Bent Over Row (Barbell)",,"",1,"normal",30,20,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Bent Over Row (Barbell)",,"",2,"normal",40,12,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Bent Over Row (Barbell)",,"",3,"failure",45,12,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Pull Up",,"",0,"failure",,10,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Bicep Curl (Dumbbell)",,"",0,"normal",5,10,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Bicep Curl (Dumbbell)",,"",1,"normal",7.5,8,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Bicep Curl (Dumbbell)",,"",2,"failure",7.5,9,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Shrug (Barbell)",,"",0,"normal",35,15,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Shrug (Barbell)",,"",1,"normal",55,12,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Shrug (Barbell)",,"",2,"failure",60,12,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",2.5,13,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",2.5,15,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Rear Delt Reverse Fly (Dumbbell)",,"",2,"failure",2.5,14,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Single Arm Cable Row",,"",0,"normal",10,10,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Single Arm Cable Row",,"",1,"normal",10,10,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Single Arm Cable Row",,"",2,"failure",11.5,12,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Single Arm Cable Row",,"",3,"failure",11.5,12,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Reverse Curl (Dumbbell)",,"",0,"normal",5,10,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Reverse Curl (Dumbbell)",,"",1,"normal",5,10,,,
"2. Back and Biceps","16 abr 2024, 12:30","16 abr 2024, 13:21","Mejorando tecnica y subiendo peso todo bien","Reverse Curl (Dumbbell)",,"",2,"failure",5,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Bench Press (Barbell)",,"",0,"warmup",35,20,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Bench Press (Barbell)",,"",1,"normal",40,11,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Bench Press (Barbell)",,"",2,"normal",45,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Bench Press (Barbell)",,"",3,"normal",50,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Shoulder Press (Dumbbell)",,"",0,"warmup",7.5,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Shoulder Press (Dumbbell)",,"",1,"normal",7.5,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Shoulder Press (Dumbbell)",,"",2,"normal",7.5,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Shoulder Press (Dumbbell)",,"",3,"normal",10,8,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Bench Press (Barbell)",,"",0,"normal",45,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Bench Press (Barbell)",,"",1,"normal",45,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Bench Press (Barbell)",,"",2,"normal",45,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",5,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",5,10,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",5,9,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Single Arm Tricep Extension (Dumbbell)",,"",3,"normal",5,9,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Lateral Raise (Dumbbell)",,"",0,"normal",2.5,11,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Lateral Raise (Dumbbell)",,"",1,"normal",2.5,11,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Lateral Raise (Dumbbell)",,"",2,"normal",2.5,12,,,
"1. Chest Shoulders and Triceps","15 abr 2024, 9:33","15 abr 2024, 10:14","Todo bien, mucha energia y mejorando aun","Lateral Raise (Dumbbell)",,"",3,"normal",2.5,10,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Deadlift (Barbell)",,"",0,"warmup",40,12,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Deadlift (Barbell)",,"",1,"warmup",40,8,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Deadlift (Barbell)",,"",2,"warmup",65,2,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Deadlift (Barbell)",,"",3,"normal",80,6,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Squat (Barbell)",,"",0,"normal",35,10,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Squat (Barbell)",,"",1,"normal",35,10,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Squat (Barbell)",,"",2,"normal",45,10,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Standing Calf Raise (Barbell)",,"",0,"normal",70,15,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Standing Calf Raise (Barbell)",,"",1,"normal",75,15,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Standing Calf Raise (Barbell)",,"",2,"normal",75,15,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Standing Calf Raise (Barbell)",,"",3,"failure",75,20,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Squat (Barbell)",,"",0,"normal",35,10,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Squat (Barbell)",,"",1,"normal",40,10,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Squat (Barbell)",,"",2,"normal",45,10,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Hanging Leg Raise",,"",0,"normal",,10,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Hanging Leg Raise",,"",1,"normal",,10,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Hanging Leg Raise",,"",2,"normal",,10,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Oblique Crunch",,"",0,"normal",,30,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Oblique Crunch",,"",1,"normal",,30,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Oblique Crunch",,"",2,"normal",,30,,,
"3. Legs and Abs","14 abr 2024, 17:23","14 abr 2024, 18:23","Me confundi en el orden y me costo mas en los squats por eso pero lo complete igual y aun mejorando","Oblique Crunch",,"",3,"normal",,30,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Bent Over Row (Barbell)",,"",0,"warmup",25,20,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Bent Over Row (Barbell)",,"",1,"normal",30,20,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Bent Over Row (Barbell)",,"",2,"normal",40,12,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Bent Over Row (Barbell)",,"",3,"failure",45,11,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Pull Up",,"",0,"failure",,10,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Bicep Curl (Dumbbell)",,"",0,"normal",5,11,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Bicep Curl (Dumbbell)",,"",1,"normal",5,11,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Bicep Curl (Dumbbell)",,"",2,"failure",5,15,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Shrug (Barbell)",,"",0,"normal",35,15,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Shrug (Barbell)",,"",1,"normal",45,15,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Shrug (Barbell)",,"",2,"failure",55,12,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Rear Delt Reverse Fly (Dumbbell)",,"",0,"normal",2.5,14,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Rear Delt Reverse Fly (Dumbbell)",,"",1,"normal",2.5,12,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Rear Delt Reverse Fly (Dumbbell)",,"",2,"failure",2.5,12,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Single Arm Cable Row",,"",0,"normal",10,10,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Single Arm Cable Row",,"",1,"normal",10,10,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Single Arm Cable Row",,"",2,"failure",10,12,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Single Arm Cable Row",,"",3,"failure",10,12,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Reverse Curl (Dumbbell)",,"",0,"normal",5,12,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Reverse Curl (Dumbbell)",,"",1,"normal",5,10,,,
"2. Back and Biceps","13 abr 2024, 12:22","13 abr 2024, 13:14","Todo bien, mejorando tecnica en remo y curl inverso","Reverse Curl (Dumbbell)",,"",2,"failure",5,8,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Bench Press (Barbell)",,"",0,"warmup",35,20,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Bench Press (Barbell)",,"",1,"normal",40,10,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Bench Press (Barbell)",,"",2,"normal",45,10,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Bench Press (Barbell)",,"",3,"normal",50,9,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Shoulder Press (Dumbbell)",,"",0,"warmup",7.5,10,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Shoulder Press (Dumbbell)",,"",1,"normal",7.5,10,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Shoulder Press (Dumbbell)",,"",2,"normal",7.5,10,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Shoulder Press (Dumbbell)",,"",3,"normal",7.5,12,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Bench Press (Barbell)",,"",0,"normal",45,10,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Bench Press (Barbell)",,"",1,"normal",45,10,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Bench Press (Barbell)",,"",2,"normal",45,9,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",5,10,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",5,10,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",5,8,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Single Arm Tricep Extension (Dumbbell)",,"",3,"normal",5,8,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Lateral Raise (Dumbbell)",,"",0,"normal",2.5,10,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Lateral Raise (Dumbbell)",,"",1,"normal",2.5,11,,,
"1. Chest Shoulders and Triceps","9 abr 2024, 19:14","9 abr 2024, 19:52","Todo super, aun progresando en peso y reps!","Lateral Raise (Dumbbell)",,"",2,"normal",2.5,12,,,
"3. Legs and Abs","7 abr 2024, 15:34","7 abr 2024, 16:35","Todo perfecto, progresando en pierna","Deadlift (Barbell)",,"",0,"warmup",30,12,,,
"3. Legs and Abs","7 abr 2024, 15:34","7 abr 2024, 16:35","Todo perfecto, progresando en pierna","Deadlift (Barbell)",,"",1,"warmup",40,5,,,
